timestamp,vk_time,verifier_time,witness_time,proof_time,total_time,proof_size_bytes,proof_size_kb,vk_size_kb,witness_size_kb,verifier_size_kb
2026-02-03 15:01:23,.145,.004,.185,.562,.896,8640,8.43,1.84,13.09,97.76
